Tokens,Index
pop,677
damage,678
reasonable,679
state-of-art,680
technology,681
fasionable,682
attractive,683
horribly,684
late,685
burn,686
thrilled,687
insult,688
busy,689
tendency,690
serviced,691
static,692
shock,693
stability,694
report,695
flicker,696
excelente,697
elevado,698
top-of-the-line,699
dissappointed,700
unbeatable,701
returning,702
roll,703
sanity,704
hang,705
worse,706
handicap,707
coped,708
bothered,709
tough,710
salute,711
early,712
light-weight,713
crashing,714
plastic,715
match,716
efficiently,717
death,718
alone,719
irritating,720
throw,721
hell,722
nonexistant,723
terribly,724
cheated,725
consuming,726
malfunctioned,727
haywire,728
refused,729
bezerk,730
snappier,731
hot-pluggable,732
afraid,733
small.no,734
discribed,735
caveat,736
lowest,737
functioning,738
subpar,739
noisy,740
inconvenient,741
dull,742
crapped,743
sticky,744
unprecise,745
luck,746
appealing,747
fails,748
enjoying,749
penny,750
stutter,751
hog,752
choppy,753
courteous,754
language,755
barrier,756
valuable,757
legit,758
ruined,759
popping,760
robbed,761
barrel,762
cool-but,763
refunded,764
drip,765
spin,766
disgusting,767
confortable,768
recomended,769
snap,770
masterpiece,771
wince,772
well-built,773
snazzy,774
struggling,775
touching,776
greasy,777
bugged,778
leak,779
refusing,780
minor,781
hated,782
comforable,783
god,784
drab,785
release,786
downfall,787
require,788
trick,789
beaten,790
froze,791
stink,792
engine,793
problematic,794
sturdier,795
superior,796
astonishing,797
sacrifice,798
strangely,799
seamless,800
quietly,801
jet,802
forgetfulness,803
outdid,804
incredible,805
low-end,806
uneven,807
three-star,808
outdated.beside,809
beauty,810
subtle,811
say,812
performs,813
choice,814
inch,815
really,816
still,817
dual,818
functionality,819
kind,820
so,821
xp,822
medium,823
clearer,824
bother,825
rid,826
transfer,827
photo,828
6,829
disposable,830
expensively,831
flair,832
deliveredin,833
put,834
honestly,835
$250,836
ask,837
pc,838
thought,839
dandy,840
security,841
fussing,842
within,843
three,844
completely,845
almost,846
doubt,847
integral,848
gone,849
loaded,850
picture,851
exceptional,852
flimsy,853
8gb,854
plug,855
site,856
interface,857
scroll,858
finger,859
option,860
however,861
started,862
wasn't,863
locked,864
later,865
phenomenal,866
ill,867
effect,868
breeze,869
compact,870
basic,871
answer,872
future,873
hd,874
update,875
repaired,876
cant,877
download,878
expect,879
ultra,880
anyone,881
thinner,882
we,883
jack,884
head,885
hear,886
click,887
hp,888
should,889
vista,890
model,891
maxed,892
fair,893
surprisingly,894
home,895
efficient,896
probably,897
many,898
exchange,899
wasting,900
staying,901
print,902
hassle,903
liking,904
spanking,905
capability,906
silver,907
textured,908
remove,909
nonexistent,910
random,911
stuttering,912
rebooted,913
limp,914
whatever,915
refund,916
reboot,917
$400,918
unreal,919
60%,920
lag,921
$750,922
hr,923
100%,924
trendy,925
understand,926
promise,927
restarting,928
concern,929
numerous,930
definitely,931
afford,932
reliability,933
breaker,934
button,935
pixel,936
1920x1080,937
spoiling,938
significant,939
strong,940
bottleneck,941
wear,942
alternative,943
wait,944
unavoidable,945
pain,946
beyond,947
process,948
dedicated,949
fluently,950
30,951
render,952
fluent,953
dark,954
favourite,955
charging,956
crawl,957
oomph,958
restart,959
elsewhere,960
touchy,961
useable,962
requires,963
crapton,964
sad,965
travel,966
cause,967
strange,968
beautifully,969
tool,970
closed,971
flush,972
unfixed,973
crack,974
grateful,975
others,976
misalign,977
detected,978
guide,979
backlit,980
trust,981
inexpensive,982
downloading,983
full-fledged,984
premium,985
tiny,986
watch,987
horrendous,988
15.6,989
capture,990
~,991
horizontally,992
greater,993
wipe,994
restore,995
transition,996
push,997
transferred,998
info,999
stop,1000
responding,1001
spending,1002
performing,1003
market,1004
performer,1005
connectivity,1006
movie,1007
wasteing,1008
spot,1009
bulky,1010
burned,1011
masochistic,1012
e,1013
el,1014
immediately,1015
float,1016
constructed,1017
cute,1018
vertical,1019
blank,1020
foolish,1021
spend,1022
compliment,1023
hoping,1024
buena,1025
sleep,1026
prob,1027
slowing,1028
risen,1029
represented,1030
updated,1031
disappear,1032
nil,1033
replaceable,1034
series,1035
bluescreens,1036
crak,1037
misrepresentation,1038
16gb,1039
replacing,1040
quits,1041
ball,1042
visually,1043
dual-screen,1044
cleaner,1045
tear,1046
rip,1047
minimal,1048
bargain,1049
inconvenience,1050
scathing,1051
newest,1052
disappearing,1053
decreased,1054
dirt-like,1055
restored,1056
11,1057
expandable,1058
sunk,1059
expense,1060
infected,1061
regret,1062
horror,1063
useles,1064
criticism,1065
bump,1066
dissapointed,1067
inefficient,1068
birght,1069
lining,1070
freak,1071
revel,1072
simplicity,1073
press,1074
clicking,1075
tint,1076
prettiest,1077
highest-pick-your-favorite-techie-thing,1078
express,1079
cache,1080
ativ,1081
limit,1082
drained,1083
grease,1084
pointer,1085
changed,1086
fear,1087
blend,1088
pleasing,1089
step,1090
mind-blowing,1091
restricting,1092
excessive,1093
ultralow,1094
rewarding,1095
damn,1096
panic,1097
fee,1098
brighter,1099
hurt,1100
bound,1101
pre-loaded,1102
painfully,1103
obvious,1104
blow,1105
meticulously,1106
thirty,1107
upset,1108
restocking,1109
destroy,1110
dishonest,1111
disabling,1112
false,1113
amazed,1114
scream,1115
promised,1116
inaptitude,1117
solved,1118
buggy,1119
neat,1120
under-rated,1121
increased,1122
bloatwear,1123
glossy,1124
stiff,1125
delete,1126
stretch,1127
quibble,1128
reaching,1129
full-sized,1130
appeal,1131
wigging,1132
learn,1133
automatic,1134
pro's,1135
back-lit,1136
customizablility,1137
con's,1138
incorrectly,1139
intuitive,1140
kudos,1141
imperfection,1142
intend,1143
neutral,1144
ve,1145
explain,1146
driving,1147
google,1148
device,1149
based,1150
software,1151
task,1152
tablet,1153
surface,1154
along,1155
something,1156
mode,1157
hook,1158
mouse,1159
monitor,1160
quad,1161
college,1162
text,1163
asus,1164
already,1165
it's,1166
la,1167
display,1168
apple,1169
phone,1170
us,1171
daily,1172
under,1173
see,1174
said,1175
i'll,1176
gave,1177
macbook,1178
muttering,1179
reformatting,1180
horse,1181
putting,1182
defragmenting,1183
ad,1184
ended,1185
clean,1186
bar,1187
15,1188
word,1189
web,1190
become,1191
hidden,1192
were,1193
internet,1194
connected,1195
chromebook,1196
displayed,1197
slightly,1198
office,1199
wouldn't,1200
unless,1201
cautious,1202
spent,1203
core,1204
i7,1205
1tb,1206
4k,1207
8000,1208
cpumark,1209
sure,1210
classic,1211
shell,1212
multi-touch,1213
file,1214
main,1215
wireless,1216
refuse,1217
sometimes,1218
box,1219
allows,1220
ability,1221
availabe,1222
online,1223
youe,1224
set,1225
think,1226
move,1227
multitasking,1228
lit,1229
opened,1230
looked,1231
input,1232
view,1233
place,1234
cd,1235
contacted,1236
customer,1237
apps,1238
dont,1239
viewing,1240
angle,1241
ordered,1242
softer,1243
m,1244
typing,1245
spectation,1246
usb,1247
write,1248
road,1249
such,1250
side,1251
honest,1252
ware,1253
paperweight,1254
fingerprint,1255
user,1256
overall,1257
po,1258
ago,1259
soo,1260
fooled,1261
filthy,1262
$200,1263
newer,1264
gpu,1265
intel,1266
gma,1267
read,1268
due,1269
finish,1270
netflix,1271
business,1272
evaluate,1273
differently,1274
hope,1275
malware,1276
seemed,1277
past,1278
left,1279
empty,1280
setup,1281
mini,1282
research,1283
laptop's,1284
playable,1285
framerates,1286
let's,1287
various,1288
expecting,1289
final,1290
nail,1291
coffin,1292
happen,1293
inside,1294
sell,1295
ordering,1296
grip,1297
investment,1298
arrived,1299
blotware,1300
lasting,1301
delivered,1302
wide,1303
playing,1304
applecare,1305
familiar,1306
owned,1307
17,1308
editing,1309
figured,1310
lighting,1311
hype,1312
suddenly,1313
combination,1314
plugged,1315
functioned,1316
dollar,1317
gamers,1318
lap,1319
necessary,1320
direction,1321
opportunity,1322
feeling,1323
nor,1324
live,1325
next,1326
four,1327
hit,1328
traditional,1329
scrolling,1330
improve,1331
larger,1332
capacity,1333
reduced,1334
fairly,1335
external,1336
12,1337
appropriately,1338
hdd,1339
record,1340
received,1341
equal,1342
heating,1343
largest,1344
roast,1345
factor,1346
neither,1347
occasionally,1348
range,1349
waited,1350
optical,1351
molasses,1352
upped,1353
40,1354
played,1355
muddle,1356
gloomy,1357
saturated,1358
definitly,1359
frequency,1360
unsure,1361
reach,1362
temperature,1363
100,1364
degree,1365
celsius,1366
simply,1367
proposition,1368
managed,1369
owner,1370
success,1371
honor,1372
charged,1373
substitute,1374
document,1375
90%,1376
50%,1377
discharged,1378
experienced,1379
eats,1380
overly,1381
win,1382
excuse,1383
knew,1384
prompt,1385
described,1386
obsolete,1387
vga,1388
hardware,1389
changing,1390
command,1391
config,1392
out-of-the-box,1393
rather,1394
signal,1395
oh,1396
mention,1397
blood,1398
edge,1399
board,1400
comparable,1401
maximizes,1402
minimizes,1403
correct,1404
position,1405
pull,1406
finally,1407
adjust,1408
serve,1409
shortcoming,1410
fully,1411
assortment,1412
cable,1413
lcd,1414
hasn't,1415
pin,1416
adjusting,1417
recline,1418
forward,1419
backwards,1420
patch,1421
ripped,1422
documentation,1423
include,1424
ac,1425
someone,1426
seen,1427
adjustment,1428
accustom,1429
operating,1430
phyically,1431
compare,1432
netbooks,1433
75%,1434
believe,1435
$1000,1436
similar,1437
wi-fi,1438
2.6,1439
ghz,1440
turbo,1441
3.5,1442
matte,1443
lb,1444
ready,1445
ear,1446
200,1447
generally,1448
frequently,1449
understanding,1450
calling,1451
virus,1452
share,1453
world,1454
suggestion,1455
showed,1456
selected,1457
specifically,1458
x86,1459
arm,1460
wiped,1461
proper,1462
thin-client,1463
cursor,1464
trusted,1465
frame,1466
rate,1467
total,1468
kill,1469
claimed,1470
h,1471
broadcom,1472
accelerator,1473
interested,1474
settled,1475
chance,1476
knowing,1477
bed,1478
shoved,1479
throat,1480
xbrite,1481
group,1482
burner,1483
attach,1484
pie,1485
multiple,1486
bare,1487
encountered,1488
conflicting,1489
solves,1490
aggravation,1491
continues,1492
aunque,1493
su,1494
precio,1495
un,1496
poco,1497
respecto,1498
al,1499
costo,1500
que,1501
mismo,1502
tiene,1503
vendido,1504
por,1505
propia,1506
noticed,1507
construction,1508
appear,1509
like-new,1510
closer,1511
acceptable,1512
outweighs,1513
unplugging,1514
anywhere,1515
199,1516
$,1517
bolonga,1518
nobody,1519
backup,1520
kick,1521
possible,1522
churn,1523
20%,1524
canceled,1525
fulfilled,1526
devoted,1527
tempted,1528
reproduce,1529
warning,1530
net,1531
similarly,1532
priced,1533
quantity,1534
plugging,1535
kept,1536
needing,1537
rom-drive,1538
2013,1539
stupid,1540
deserves,1541
operate,1542
visible,1543
cleaned,1544
encounter,1545
rest,1546
shaking,1547
them-self,1548
darn,1549
settle,1550
aaa,1551
survive,1552
follow,1553
secondary,1554
cod,1555
needle,1556
immediate,1557
fry's,1558
$1499,1559
4gb,1560
2tb,1561
simultaneously,1562
advanced,1563
warfare,1564
medium-high,1565
1980x1080,1566
stream,1567
incorporates,1568
restarts,1569
abuse,1570
positively,1571
hundred,1572
section,1573
configuration,1574
amd,1575
affinity,1576
astonishment,1577
solving,1578
bend,1579
radeon,1580
initially,1581
taste,1582
form,1583
common,1584
talk,1585
expedient,1586
ransom,1587
pricey,1588
insurance,1589
treat,1590
substandard,1591
giant,1592
win8,1593
purple,1594
withstand,1595
completing,1596
substance,1597
hair,1598
prone,1599
pushed,1600
lasted,1601
reciept,1602
helped,1603
required,1604
$300,1605
bring,1606
expedite,1607
sweet,1608
reputable,1609
fierce,1610
crime,1611
timemachine,1612
x4,1613
mo,1614
syncs,1615
wirelessly,1616
organizational,1617
longs,1618
arduous,1619
lagging,1620
upgradable,1621
hardrive,1622
learning,1623
curve,1624
era,1625
uninstalling,1626
distinguishing,1627
perfecto,1628
estado,1629
responsables,1630
management,1631
d-e-a-d,1632
balance,1633
np700z5c,1634
chronos,1635
3635qm,1636
750gb,1637
np700z5c-s01us,1638
1.2g,1639
3h,1640
leaking,1641
expresscache,1642
1.2ghz,1643
2.5,1644
3.2,1645
reacts,1646
clothes,1647
5g,1648
physical,1649
allocated,1650
30gb,1651
commit,1652
0.94,1653
knowledgeable,1654
overfull,1655
stroke,1656
annoyance,1657
desire,1658
mistakely,1659
deep,1660
resistance,1661
contoured,1662
$3000,1663
displayport,1664
converted,1665
raved,1666
pleasant,1667
tedious,1668
affect,1669
groan,1670
20th,1671
slouch,1672
shorter,1673
failers,1674
steep,1675
adapting,1676
sadly,1677
yoga,1678
comfortably,1679
weakness,1680
missed,1681
swap,1682
pb's,1683
heard,1684
gig,1685
limitation,1686
ate,1687
threw,1688
supported,1689
battle,1690
utilize,1691
complaining,1692
stray,1693
pesky,1694
fumbling,1695
harmony,1696
beefy,1697
folly,1698
foisted,1699
fetch,1700
solve,1701
advertisement,1702
lingering,1703
hesitant,1704
screamer,1705
thought-out,1706
timely,1707
manner,1708
fork,1709
cruising,1710
toy,1711
irreparable,1712
stolen,1713
measure,1714
editor,1715
magnet,1716
addition,1717
bleeding,1718
kindly,1719
raised,1720
sub-par,1721
threatening,1722
5%,1723
interact,1724
cast,1725
internet-heavy,1726
resistant,1727
simplistic,1728
sign,1729
ideal,1730
bricked,1731
versatility,1732
boughtrnthis,1733
sailing,1734
leg,1735
snail,1736
futz,1737
dc,1738
socket,1739
connector,1740
inlet,1741
framerate,1742
counseling,1743
medication,1744
china,1745
re-enabling,1746
preferred,1747
pricier,1748
robust,1749
grippy,1750
ya,1751
swath,1752
flaming,1753
bough,1754
goody,1755
offer,1756
holiday,1757
redeem,1758
website,1759
code,1760
storage,1761
am,1762
how,1763
unit,1764
.,1765
either,1766
reader,1767
sister,1768
13,1769
',1770
em,1771
both,1772
dell,1773
microsoft,1774
seller,1775
inspiron,1776
1525,1777
from,1778
2008,1779
which,1780
chugging,1781
forth,1782
serious,1783
pad,1784
funky,1785
opted,1786
pentium,1787
processor,1788
far,1789
8.1,1790
versus,1791
rival,1792
macbooks,1793
general,1794
browsing,1795
watching,1796
also,1797
control,1798
panel,1799
deduct,1800
webstorage,1801
app,1802
people,1803
",",1804
you,1805
remember,1806
ln,1807
who've,1808
yellow,1809
greenish,1810
result,1811
ln's,1812
always,1813
geek,1814
them,1815
purely,1816
because,1817
music,1818
etc,1819
since,1820
guess,1821
son,1822
christmas,1823
tree,1824
fact,1825
disc,1826
pure,1827
comment,1828
fervor,1829
religious,1830
convert,1831
reverently,1832
course,1833
(,1834
shudder,1835
),1836
husband,1837
former,1838
upon,1839
forced,1840
workplace,1841
everyone,1842
bit,1843
despite,1844
six,1845
trojan,1846
protect,1847
nauseum,1848
once,1849
that's,1850
warranty,1851
prior,1852
store's,1853
genius,1854
overnight,1855
frequent,1856
application,1857
whether,1858
audio-visual,1859
playback,1860
processing,1861
ebook,1862
reading,1863
building,1864
iphone,1865
yes,1866
imagine,1867
lived,1868
notice,1869
timing,1870
visit,1871
blog,1872
link,1873
given,1874
profile,1875
page,1876
here,1877
phonetically,1878
url,1879
livingasseniors,1880
dot,1881
blogspot,1882
com,1883
friday's,1884
entry,1885
weekend,1886
entertainment,1887
recs,1888
film,1889
tv,1890
buried,1891
treasure,1892
gem,1893
published,1894
monday,1895
wednesday,1896
friday,1897
didnt,1898
surfing,1899
email,1900
wordl,1901
brother,1902
printer,1903
fax,1904
scanner,1905
obtained,1906
!,1907
built-in,1908
especially,1909
casing,1910
otherwise,1911
student,1912
confident,1913
remembering,1914
carrying,1915
flip,1916
if,1917
you're,1918
dvd,1919
haswell,1920
-,1921
4710hq,1922
hyperthreads,1923
real,1924
ram,1925
output,1926
hdmi,1927
harmon,1928
kardon,1929
speaker,1930
xeon,1931
workstation,1932
e5440,1933
2.83ghz,1934
give,1935
25,1936
40%,1937
boost,1938
called,1939
menu,1940
chromebooks,1941
sale,1942
open-box,1943
$585,1944
uefi,1945
create,1946
vhd,1947
add,1948
affecting,1949
802.11ac,1950
1200mbps,1951
router,1952
usb3,1953
are,1954
extremely,1955
when,1956
gotten,1957
there's,1958
an,1959
bios,1960
legacy,1961
reinstall,1962
5400rpm,1963
consider,1964
hybrid,1965
7200rpm,1966
ssd,1967
screw,1968
soldered,1969
toshiba,1970
bga,1971
format,1972
lemon,1973
five,1974
then,1975
screwing,1976
acer,1977
professional,1978
remains,1979
now,1980
except,1981
cutting,1982
closing,1983
reopening,1984
search,1985
headphone,1986
default,1987
pair,1988
internal,1989
middleschooler,1990
homework,1991
touchpad,1992
myself,1993
quizlet,1994
subject,1995
imanahible,1996
studying,1997
lightness,1998
highly,1999
reconmend,2000
prossessing,2001
spreadsheet,2002
drawing,2003
advised,2004
maybe,2005
im,2006
price-features,2007
often,2008
bluetooth,2009
sculpt,2010
?,2011
giving,2012
dario,2013
trackpad,2014
lintel,2015
factory,2016
man,2017
id,2018
video-block-rof3v205wcygk,2019
a-section,2020
a-spacing-small,2021
a-spacing-top-mini,2022
video-block,2023
name,2024
images-na.ssl-images-amazon.com,2025
image,2026
a14y3y1%,2027
2bhes.mp4,2028
video-url,2029
61jgvpfrfgs.png,2030
video-slate-img-url,2031
nbsp,2032
2015,2033
merely,2034
content,2035
strategic,2036
tried,2037
contact,2038
there,2039
reply,2040
acknowledgement,2041
placed,2042
97,2043
via,2044
desktop,2045
wifi,2046
service,2047
ibm,2048
thinkpad,2049
daughter,2050
school,2051
basically,2052
excel,2053
playstore,2054
know,2055
allowed,2056
chrome,2057
o,2058
directly,2059
front,2060
tn,2061
camera,2062
utter,2063
multi,2064
who,2065
doesnt,2066
lose,2067
as,2068
outside,2069
campus,2070
`,2071
gamer,2072
connection,2073
becomes,2074
attempting,2075
item,2076
description,2077
2.0,2078
3.0,2079
single,2080
micro,2081
child,2082
avid,2083
writer,2084
car,2085
sometime,2086
/,2087
mic,2088
mono,2089
we'll,2090
it'll,2091
hinge,2092
personal,2093
expierence,2094
alien,2095
mx17,2096
they,2097
begun,2098
haven't,2099
may,2100
tech-person,2101
tell,2102
actual,2103
bare-bones,2104
shortcut,2105
frankly,2106
totally,2107
browser,2108
3mb,2109
yeah,2110
icloud,2111
store,2112
certified,2113
grade,2114
trash,2115
selling,2116
betamacs,2117
$1200,2118
photoshop,2119
aperture,2120
iphoto,2121
gigabyte,2122
btw,2123
160,2124
nvidia,2125
geforce,2126
fresh,2127
snow,2128
leopard,2129
maverick,2130
traveling,2131
everywhere,2132
chose,2133
gold,2134
champagne,2135
showing,2136
satin,2137
considering,2138
alternate,2139
enterprise,2140
nov,2141
dec,2142
partner,2143
additional,2144
23,2145
27,2146
pdf,2147
2016,2148
outlook,2149
e-mail,2150
server,2151
present,2152
delivery,2153
pawn,2154
shop,2155
writing,2156
downloded,2157
android,2158
granddaughter,2159
her,2160
sibling,2161
borrow,2162
tap,2163
year-old,2164
gateway,2165
horsepower,2166
card,2167
excited,2168
released,2169
half-life,2170
aforementioned,2171
840m,2172
skyrim,2173
bioshock,2174
infinite,2175
tomb,2176
raider,2177
mixture,2178
audio,2179
where,2180
located,2181
paired,2182
dolby,2183
theater,2184
niceities,2185
foremost,2186
describe,2187
thinking,2188
protective,2189
cleaning,2190
nope,2191
apparently,2192
distracting,2193
against,2194
white,2195
background,2196
tweaked,2197
reproduction,2198
me,2199
experiencing,2200
inevitably,2201
folder,2202
happened,2203
baby,2204
logic,2205
learned,2206
equivalent,2207
tower,2208
through,2209
600,2210
rockin,2211
1000,2212
complete,2213
win8.1,2214
quit,2215
client,2216
scientific,2217
instrument,2218
t450s,2219
256g,2220
8g,2221
$1300,2222
$900,2223
recipient,2224
rom,2225
stuff,2226
$249,2227
plan,2228
s,2229
company,2230
d620,2231
shipped,2232
latitude,2233
insprion,2234
retail,2235
tampa-laptops,2236
question,2237
disk,2238
portability,2239
netbook,2240
2gb,2241
chip,2242
fyi,2243
1gbpc2,2244
6400,2245
666mhz,2246
sodimm,2247
slot,2248
$15,2249
16,2250
gb,2251
sd,2252
realistic,2253
muti,2254
tasking,2255
compared,2256
17in,2257
wanting,2258
period,2259
diagnosed,2260
standpoint,2261
requirement,2262
decided,2263
coworkers,2264
photography,2265
edit,2266
retina,2267
youtube,2268
tutorial,2269
saw,2270
loading,2271
umbrella,2272
chunk,2273
wife,2274
manufacturer,2275
until,2276
detachable,2277
previously,2278
resolve,2279
before,2280
posting,2281
their,2282
policy,2283
state,2284
eligible,2285
300,2286
saved,2287
he,2288
&,2289
break,2290
told,2291
added,2292
doc,2293
our,2294
she,2295
remedied,2296
charger,2297
test,2298
spec,2299
initial,2300
magazine,2301
mixed,2302
earlier,2303
offered,2304
ran,2305
$2000,2306
foot,2307
planted,2308
earth,2309
what's,2310
area,2311
summary,2312
concave,2313
trade-off,2314
notebook,2315
coding,2316
fall,2317
biggest,2318
touch-tap,2319
accident,2320
somewhere,2321
particularly,2322
field,2323
accidentally,2324
losing,2325
you've,2326
entered,2327
durability,2328
mechanism,2329
separate,2330
mac-like,2331
gesture,2332
sizing,2333
exist,2334
resisted,2335
