Tokens,Count
replacement,8
lighter,8
wrong,8
fingerprint,8
browser,8
cooling,8
buck,8
top,8
board,8
lcd,8
explorer,8
packaging,8
adapter,8
all,7
extra,7
browsing,7
turn,7
profile,7
pleased,7
ok,7
sent,7
repair,7
setting,7
smooth,7
camera,7
upgrade,7
m,7
expectation,7
hinge,7
blue,7
finish,7
condition,7
crap,7
setup,7
mini,7
shipped,7
handle,7
editing,7
gesture,7
charging,7
function,7
technology,7
peripheral,7
movie,7
backup,7
task,6
than,6
functionality,6
looking,6
will,6
deal,6
high,6
music,6
doe,6
security,6
any,6
year,6
5,6
nice,6
feel,6
core,6
4k,6
hdmi,6
built,6
free,6
basic,6
class,6
needed,6
viewing,6
angle,6
connection,6
freeze,6
terrible,6
nicely,6
$200,6
nvidia,6
old,6
left,6
satisfied,6
recommended,6
capability,6
portability,6
manufacturer,6
shuts,6
mechanism,6
heat,6
external,6
hdd,6
case,6
component,6
exactly,6
cord,6
resource,6
backlit,6
i5,6
slim,6
insurance,6
osx,6
grill,6
website,5
choice,5
do,5
powerful,5
much,5
inspiron,5
some,5
impressed,5
text,5
fix,5
job,5
disc,5
out,5
15,5
processing,5
heavy,5
at,5
casing,5
full,5
two,5
8gb,5
open,5
worked,5
help,5
set,5
3,5
awesome,5
image,5
desktop,5
older,5
worst,5
enjoy,5
geforce,5
intel,5
cost,5
gateway,5
off,5
latitude,5
retina,5
smoothly,5
returned,5
package,5
sheet,5
960m,5
virtual,5
tooth,5
connectivity,5
computing,5
vendor,5
lenovo's,5
simplicity,5
go,4
that,4
have,4
paying,4
surface,4
something,4
portable,4
dual,4
switch,4
need,4
most,4
quad,4
excellent,4
macbooks,4
would,4
it's,4
la,4
no,4
just,4
be,4
photo,4
etc,4
another,4
bar,4
fixed,4
liked,4
affordable,4
router,4
option,4
smaller,4
shut,4
simple,4
input,4
waste,4
responsive,4
thinkpad,4
jack,4
overall,4
cool,4
cheaper,4
gpu,4
netflix,4
solid,4
point,4
stuff,4
arrived,4
wide,4
16,4
sd,4
technical,4
prefer,4
tutorial,4
detachable,4
300,4
lap,4
$2000,4
capacity,4
fps,4
degree,4
junk,4
document,4
win,4
local,4
ubuntu,4
dock,4
cloud,4
premium,4
wi-fi,4
matte,4
chromeos,4
architecture,4
error,4
14,4
cursor,4
networking,4
burner,4
wired,4
send,4
crak,4
wow,4
radeon,4
marker,4
$100,4
start-up,4
ativ,4
magsafe,4
limitation,4
sending,3
is,3
performs,3
lightweight,3
wa,3
small,3
inch,3
best,3
1525,3
faster,3
getting,3
only,3
few,3
webstorage,3
annoying,3
6,3
without,3
every,3
care,3
automatically,3
reading,3
iphone,3
meet,3
quick,3
flip,3
haswell,3
workstation,3
start,3
file,3
con,3
running,3
handy,3
lightness,3
ability,3
different,3
type,3
nothing,3
trouble,3
97,3
le,3
again,3
enough,3
ultra,3
multi,3
description,3
2.0,3
mic,3
pay,3
user,3
bare-bones,3
come,3
photoshop,3
iphoto,3
gigabyte,3
amount,3
play,3
compatible,3
sensitive,3
modern,3
heavier,3
bell,3
whistle,3
negative,3
$400,3
large,3
blotware,3
tampa-laptops,3
slot,3
else,3
9,3
dollar,3
part,3
generation,3
heating,3
touch-pad,3
nightmare,3
50,3
u,3
overheats,3
temperature,3
transformer,3
backlight,3
usb-c,3
quiet,3
beast,3
gta,3
crash,3
h1z1,3
player,3
style,3
bad,3
steal,3
ac,3
suite,3
epson,3
downloading,3
$779,3
$1000,3
gtx,3
1080p,3
ghz,3
center,3
i3,3
virus,3
universe,3
recovery,3
unusable,3
winxp,3
performing,3
desk,3
modem,3
burning,3
jr,3
beware,3
lapotp,3
number,3
call,3
dell's,3
construction,3
fell,3
apart,3
utility,3
matlab,3
wolfram,3
alpha,3
left4dead,3
nvidia's,3
plastic,3
body,3
samsung's,3
stable,3
hell,3
videocard,3
sleep,3
equipment,3
discribed,3
craputers,3
penny,3
password,3
mousepad,3
included,3
ilife,3
sharing,3
isight,3
ichat,3
worldwide,3
distributor,3
1gb,3
neon,3
np900x4c,3
e6400,3
4000,3
parallel,3
surprise,3
bootcamp,3
x,3
velocity,3
gig,3
offline,3
w8,3
beauty,3
faux,3
leather,3
stitching,3
but,2
made,2
based,2
find,2
bought,2
still,2
take,2
very,2
ha,2
make,2
had,2
look,2
panel,2
didn't,2
little,2
ln,2
expensive,2
yellow,2
greenish,2
ln's,2
transfer,2
last,2
expensively,2
daily,2
deliveredin,2
about,2
same,2
never,2
month,2
slowed,2
hot,2
playback,2
glad,2
too,2
big,2
came,2
can't,2
page,2
tv,2
hidden,2
email,2
built-in,2
hour,2
interface,2
normal,2
lot,2
paid,2
working,2
access,2
internal,2
highly,2
carry,2
loose,2
bluetooth,2
bonus,2
name,2
images-na.ssl-images-amazon.com,2
excel,2
suck,2
elegant,2
ordered,2
frustrating,2
met,2
we,2
side,2
cover,2
paperweight,2
functional,2
crystal,2
convenience,2
useless,2
store,2
leopard,2
alternate,2
server,2
expected,2
android,2
discrete,2
silver,2
dolby,2
random,2
stuttering,2
saving,2
inside,2
purchasing,2
reboot,2
grip,2
standard,2
rom,2
d620,2
$750,2
applecare,2
struggle,2
17,2
promise,2
policy,2
state,2
detail,2
flat,2
flaw,2
800,2
4th,2
quad-core,2
fifth,2
brightness,2
air,2
12,2
slower,2
usage,2
close,2
duration,2
process,2
motherboard,2
mb,2
30,2
60,2
sims,2
overwatch,2
celsius,2
favourite,2
rugged,2
restart,2
linux,2
cell,2
ton,2
turtle,2
mod,2
battleground,2
unknown,2
logo,2
edge,2
fallout,2
v,2
sensitivity,2
integrated,2
installation,2
cap,2
lock,2
tactile,2
feedback,2
skeptical,2
line,2
asking,2
64,2
individual,2
idealpad's,2
watch,2
6700hq,2
manager,2
vram,2
term,2
streaming,2
fahrenheit,2
overheating,2
~,2
inoperable,2
wi,2
fi,2
delay,2
account,2
data,2
world,2
x86,2
_,2
flash,2
frame,2
rate,2
webcam,2
flawlessly,2
firewire,2
late,2
clarity,2
loved,2
stylish,2
fried,2
hooking,2
hdtv,2
precio,2
immediately,2
returning,2
rock,2
roll,2
atom,2
handicap,2
network,2
overclock,2
2.53ghz,2
stuck,2
compliment,2
batt,2
priced,2
metal,2
uploading,2
screeen,2
rom-drive,2
frustration,2
entire,2
throw,2
chassis,2
difference,2
gpus,2
700m,2
shutdown,2
aspect,2
bluescreens,2
afraid,2
small.no,2
caveat,2
overclocking,2
t100tam,2
radius,2
intensive,2
aluminum,2
slowdown,2
bargain,2
amd,2
chipset,2
$350,2
windows10,2
form,2
legit,2
rubber,2
$1500,2
infected,2
communication,2
mba,2
criticism,2
timemachine,2
stack,2
optimizer,2
quadcore,2
$299,2
perfomance,2
material,2
mbp,2
diffrence,2
mess,2
management,2
highest-pick-your-favorite-techie-thing,2
vivid,2
limit,2
touching,2
3h,2
expresscache,2
minor,2
launch,2
pointer,2
ultrabase,2
custom,2
gun,2
battery-life,2
blu-ray,2
spacebar,2
c2d,2
cd's,2
backlighting,2
release,2
n-wireless,2
trick,2
$150,2
adaper,2
jdk,2
magnet,2
ssd's,2
surround,2
latching,2
chromecast,2
pass,2
saturation,2
inflight,2
versatility,2
swipe,2
anti-virus,2
$952,2
framerate,2
gt755m's,2
pre-update,2
899,2
protection,2
neutral,2
three-star,2
exhaust,2
doesn't,1
code,1
by,1
can,1
13,1
wanted,1
used,1
kind,1
actually,1
general,1
college,1
scaling,1
bigger,1
control,1
second,1
people,1
using,1
easily,1
stick,1
phone,1
least,1
disposable,1
flair,1
us,1
put,1
poorly-made,1
batty,1
six,1
trojan,1
horse,1
after,1
defragmenting,1
ad,1
taken,1
within,1
clean,1
three,1
twice,1
audio-visual,1
ebook,1
building,1
instead,1
been,1
long,1
first,1
even,1
surfing,1
brother,1
fax,1
scanner,1
displayed,1
clear,1
cautious,1
around,1
4710hq,1
output,1
site,1
xeon,1
latest,1
called,1
classic,1
shell,1
scroll,1
attached,1
there's,1
disable,1
however,1
hybrid,1
screw,1
upgraded,1
format,1
started,1
keep,1
allows,1
change,1
dropped,1
ill,1
effect,1
lightning,1
prossessing,1
spreadsheet,1
drawing,1
online,1
youe,1
disconnect,1
sculpt,1
multitasking,1
lit,1
lintel,1
factory,1
man,1
anything,1
id,1
video-block-rof3v205wcygk,1
a-section,1
a-spacing-small,1
a-spacing-top-mini,1
video-block,1
a14y3y1%,1
2bhes.mp4,1
video-url,1
61jgvpfrfgs.png,1
video-slate-img-url,1
nbsp,1
place,1
ridiculous,1
contact,1
bright,1
placed,1
hitch,1
way,1
ibm,1
download,1
hiccup,1
tn,1
typing,1
3.0,1
single,1
micro,1
such,1
head,1
previous,1
stopped,1
uninstall,1
po,1
hate,1
sleek,1
dirty,1
taking,1
going,1
160,1
try,1
due,1
business,1
downside,1
home,1
outlook,1
exchange,1
hope,1
wasting,1
writing,1
malware,1
tap,1
empty,1
liking,1
year-old,1
research,1
840m,1
unfortunate,1
happen,1
baby,1
found,1
quickly,1
t450s,1
256g,1
$900,1
amazing,1
insprion,1
retail,1
concerned,1
over,1
hold,1
helpful,1
question,1
delivered,1
miss,1
2gb,1
chip,1
$15,1
17in,1
turning,1
period,1
diagnosed,1
standpoint,1
edit,1
youtube,1
lighting,1
chunk,1
restarting,1
functioned,1
gamers,1
necessary,1
added,1
lack,1
numerous,1
opportunity,1
initial,1
magazine,1
below,1
delivers,1
concave,1
touch-tap,1
pixel,1
1920x1080,1
crisp,1
weak,1
improve,1
5th,1
reduced,1
fairly,1
strong,1
action,1
tb,1
minimum,1
equal,1
wear,1
internals,1
tap-click,1
alternative,1
dual-core,1
factor,1
benefit,1
rating,1
replaced,1
decisionii,1
greatest,1
dedicated,1
512,1
40,1
league,1
legend,1
fluent,1
gripe,1
dark,1
definitly,1
clock,1
frequency,1
auto,1
friend,1
reach,1
100,1
fit,1
geographics,1
owner,1
accessory,1
oomph,1
firefox,1
frustrated,1
login,1
prompt,1
grub,1
config,1
travel,1
elder,1
laggy,1
higher,1
signal,1
installing,1
lspdfr,1
en,1
rubberized,1
console,1
beautifully,1
unresponsive,1
correct,1
tool,1
365,1
serve,1
shortcoming,1
fully,1
hub,1
cable,1
projector,1
unfixed,1
underlying,1
grateful,1
pin,1
patch,1
disappointing,1
serial,1
re-install,1
information,1
dog,1
facebooking,1
operates,1
embarrassed,1
response,1
beat,1
firewall,1
restriction,1
$140,1
developing,1
solidly,1
32,1
emmc,1
netbooks,1
rj,1
45,1
win10,1
roughly,1
360,1
rendering,1
2.6,1
3.5,1
thread,1
extensive,1
e.g,1
7200,1
rpm,1
c,1
ddr3,1
15.6,1
switching,1
weighs,1
lb,1
170,1
76.67,1
warm,1
200,1
dragon,1
mid-upper,1
capture,1
share,1
sliver,1
sturdy,1
designed,1
outstanding,1
showed,1
arm,1
communicating,1
restore,1
reset,1
write-protect,1
jumper,1
near,1
transition,1
push,1
total,1
kill,1
re,1
claimed,1
broadcom,1
accelerator,1
damage,1
p4,1
1.6ghz,1
win2000,1
2.4ghz,1
synthesizer,1
3xusb,1
802.11b,1
svga,1
ir,1
2xpcmcia,1
xbrite,1
group,1
copied,1
orderd,1
1200,1
targa,1
backpack,1
.2,1
ibook,1
multiple,1
burned,1
mail,1
busy,1
breaking,1
report,1
waiting,1
broken,1
aggravation,1
surf,1
e,1
continues,1
attorney,1
gt627,1
218us,1
e-mailed,1
disposale,1
rep,1
hang,1
opts,1
idea,1
presentation,1
vent,1
tough,1
fun,1
disabled,1
canceled,1
fulfilled,1
early,1
cancellation,1
eee,1
wonderfully,1
warning,1
optimus,1
crashing,1
killing,1
offering,1
net,1
magic,1
micrsoft,1
similarly,1
crashed,1
hoping,1
buena,1
2013,1
disappointment,1
slowing,1
20,1
mind,1
shaking,1
them-self,1
aaa,1
creative,1
clunky,1
lowest,1
gen,1
batch,1
variant,1
fry's,1
$1499,1
compute,1
opertions,1
gt,1
920m,1
tab,1
counter-strike,1
g.o,1
750,1
cleaner,1
ive,1
jmp,1
observation,1
tear,1
enjoying,1
originpc,1
recognized,1
15z,1
regular,1
pack,1
extended,1
warranrty,1
ipad,1
expire,1
shady,1
pricey,1
substandard,1
production,1
multi-purpose,1
win8,1
ruined,1
pushed,1
robbed,1
refunded,1
fly,1
2.4,1
sort,1
drain,1
batter,1
drip,1
itunes,1
booth,1
gmail,1
capsule,1
organizational,1
explore,1
foxfire,1
disgusting,1
matt,1
keypad,1
centre,1
dissapointed,1
specification,1
malaysia,1
recogniton,1
ipad's,1
lining,1
freak,1
learning,1
curve,1
op,1
category,1
u47a,1
well-built,1
distinguishing,1
equipo,1
responsables,1
fundamental,1
np700z5c,1
chronos,1
3635qm,1
750gb,1
express,1
cache,1
np700z5c-s01us,1
1.2g,1
darkened,1
2days,1
bugged,1
f11,1
leak,1
physical,1
condusiv,1
advice,1
stroke,1
third-party,1
256,1
annoyance,1
desire,1
x230,1
deep,1
$3000,1
x230t,1
pleasant,1
procedure,1
antivirus,1
partition,1
non,1
750m,1
gfx,1
swithch,1
rmbp,1
mabook,1
steam,1
dying,1
floor,1
yoshimite,1
shorter,1
egpus,1
ferrari,1
dv6226us,1
excessive,1
drab,1
aethetics,1
rt,1
yoga,1
comfortably,1
rewarding,1
devise,1
boot-up,1
panic,1
swap,1
fee,1
g4,1
pb's,1
c2d's,1
mbp's,1
bound,1
ati,1
x1600,1
n-capabilities,1
consumption,1
toyota,1
lexus,1
shipment,1
downfall,1
upset,1
restocking,1
vt,1
portion,1
object,1
advertisement,1
tag,1
screamer,1
unix,1
log,1
610,1
w,1
cinema,1
panama,1
irreparable,1
promised,1
editor,1
sleeve,1
addition,1
bloatwear,1
re-boot,1
garbage,1
simulated,1
quibble,1
novel,1
converter,1
reaching,1
interact,1
chomecast,1
internet-heavy,1
infection,1
simplistic,1
score,1
bodhi,1
slide,1
importing,1
reworking,1
seamless,1
appeal,1
quietly,1
microsoft's,1
back-lit,1
customizablility,1
ultrabay,1
hq,1
imperfection,1
pre-installed,1
500,1
bough,0
goody,0
offer,0
holiday,0
redeem,0
say,0
am,0
surprised,0
how,0
.,0
either,0
reader,0
got,0
sister,0
',0
em,0
both,0
really,0
i've,0
ever,0
replace,0
from,0
2008,0
which,0
chugging,0
along,0
forth,0
constantly,0
serious,0
hook,0
24,0
funky,0
so,0
opted,0
pentium,0
far,0
lost,0
versus,0
rival,0
watching,0
also,0
fuzzy,0
might,0
want,0
medium,0
clearer,0
deduct,0
won't,0
bother,0
already,0
",",0
you,0
rid,0
remember,0
who've,0
preferable,0
don't,0
result,0
always,0
i'm,0
geek,0
them,0
purely,0
because,0
since,0
favorite,0
guess,0
purchased,0
son,0
christmas,0
under,0
tree,0
honestly,0
fact,0
pure,0
insanity,0
$25,0
$250,0
see,0
ask,0
comment,0
said,0
fervor,0
religious,0
convert,0
reverently,0
i'll,0
course,0
(,0
shudder,0
),0
gave,0
husband,0
former,0
upon,0
buying,0
muttering,0
forced,0
workplace,0
nut,0
thought,0
everyone,0
bit,0
dandy,0
despite,0
reformatting,0
putting,0
protect,0
nauseum,0
ended,0
secure,0
fussing,0
once,0
week,0
that's,0
prior,0
store's,0
genius,0
overnight,0
minute,0
completely,0
covered,0
frequent,0
perfectly,0
whether,0
almost,0
did,0
appreciate,0
doubt,0
yes,0
become,0
imagine,0
lived,0
having,0
integral,0
notice,0
gone,0
timing,0
couldn't,0
visit,0
blog,0
link,0
given,0
here,0
phonetically,0
url,0
livingasseniors,0
dot,0
blogspot,0
com,0
friday's,0
entry,0
weekend,0
entertainment,0
recs,0
film,0
buried,0
treasure,0
gem,0
published,0
monday,0
wednesday,0
friday,0
didnt,0
loaded,0
were,0
wordl,0
reliable,0
connected,0
obtained,0
speedy,0
!,0
slightly,0
impressive,0
accurate,0
especially,0
vibrant,0
exceptional,0
seems,0
flimsy,0
otherwise,0
wouldn't,0
student,0
unless,0
confident,0
capable,0
remembering,0
carrying,0
able,0
pretty,0
decent,0
spent,0
if,0
you're,0
-,0
hyperthreads,0
real,0
1tb,0
plug,0
harmon,0
kardon,0
8000,0
cpumark,0
quite,0
e5440,0
2.83ghz,0
sure,0
give,0
25,0
40%,0
boost,0
install,0
menu,0
multi-touch,0
finger,0
chromebooks,0
sale,0
open-box,0
$585,0
uefi,0
create,0
vhd,0
add,0
affecting,0
main,0
802.11ac,0
connect,0
1200mbps,0
usb3,0
are,0
extremely,0
when,0
gotten,0
an,0
legacy,0
reinstall,0
5400rpm,0
sluggish,0
consider,0
7200rpm,0
bottom,0
soldered,0
though,0
available,0
bga,0
lemon,0
five,0
then,0
screwing,0
professional,0
remains,0
now,0
refuse,0
except,0
cutting,0
sometimes,0
closing,0
reopening,0
wasn't,0
search,0
locked,0
default,0
pair,0
middleschooler,0
homework,0
half,0
later,0
phenomenal,0
couple,0
myself,0
quizlet,0
subject,0
imanahible,0
studying,0
breeze,0
compact,0
reconmend,0
availabe,0
advised,0
must,0
think,0
move,0
maybe,0
supposed,0
im,0
price-features,0
often,0
?,0
giving,0
answer,0
thanks,0
dario,0
plenty,0
alot,0
future,0
low,0
end,0
opened,0
looked,0
scratch,0
horrible,0
2015,0
merely,0
impossible,0
view,0
content,0
cannot,0
strategic,0
glitch,0
tried,0
there,0
reply,0
acknowledgement,0
wonderful,0
fantastic,0
readable,0
via,0
died,0
contacted,0
repaired,0
daughter,0
school,0
basically,0
cant,0
yet,0
playstore,0
dont,0
know,0
allowed,0
seem,0
could,0
major,0
improvement,0
poor,0
directly,0
front,0
expect,0
utter,0
sh,0
#,0
flawless,0
anyone,0
who,0
doesnt,0
lose,0
as,0
outside,0
campus,0
thinner,0
softer,0
`,0
gamer,0
properly,0
becomes,0
attempting,0
spectation,0
child,0
avid,0
writer,0
write,0
road,0
car,0
sometime,0
/,0
mono,0
hear,0
respond,0
honest,0
we'll,0
it'll,0
personal,0
expierence,0
alien,0
ware,0
mx17,0
denied,0
they,0
should,0
begun,0
reflective,0
haven't,0
may,0
tech-person,0
tell,0
hardly,0
actual,0
plus,0
shortcut,0
frankly,0
totally,0
eat,0
3mb,0
yeah,0
icloud,0
ago,0
randomly,0
soo,0
fooled,0
certified,0
grade,0
trash,0
shame,0
selling,0
defective,0
faulty,0
betamacs,0
filthy,0
$1200,0
newer,0
aperture,0
maxed,0
btw,0
gma,0
fresh,0
snow,0
maverick,0
ease,0
fair,0
traveling,0
everywhere,0
chose,0
gold,0
champagne,0
read,0
showing,0
satin,0
surprisingly,0
considering,0
economical,0
enterprise,0
efficient,0
nov,0
dec,0
partner,0
probably,0
evaluate,0
differently,0
many,0
additional,0
23,0
27,0
pdf,0
2016,0
e-mail,0
beautiful,0
present,0
adequate,0
satisfactory,0
screwed,0
pawn,0
shop,0
installed,0
downloded,0
seemed,0
past,0
staying,0
print,0
granddaughter,0
her,0
allow,0
sibling,0
borrow,0
hassle,0
double,0
horsepower,0
bang,0
spanking,0
excited,0
released,0
half-life,0
cut,0
laptop's,0
let,0
aforementioned,0
skyrim,0
bioshock,0
infinite,0
tomb,0
raider,0
mixture,0
playable,0
framerates,0
where,0
located,0
paired,0
theater,0
niceities,0
let's,0
reason,0
foremost,0
abysmal,0
describe,0
textured,0
thinking,0
smudged-looking,0
appearance,0
various,0
protective,0
remove,0
cleaning,0
nope,0
apparently,0
distracting,0
against,0
white,0
background,0
lacking,0
nonexistent,0
matter,0
tweaked,0
reproduction,0
me,0
expecting,0
final,0
nail,0
coffin,0
experiencing,0
rebooted,0
inevitably,0
limp,0
across,0
forever,0
folder,0
whatever,0
grace,0
happened,0
refund,0
unhappy,0
logic,0
learned,0
equivalent,0
tower,0
through,0
sell,0
600,0
rockin,0
1000,0
complete,0
win8.1,0
quit,0
ordering,0
client,0
scientific,0
instrument,0
8g,0
$1300,0
unreal,0
killer,0
recipient,0
$249,0
plan,0
investment,0
s,0
save,0
60%,0
+,0
lasting,0
lag,0
fyi,0
1gbpc2,0
6400,0
666mhz,0
sodimm,0
filled,0
realistic,0
muti,0
tasking,0
playing,0
loving,0
compared,0
suggest,0
wanting,0
took,0
several,0
familiar,0
true,0
requirement,0
overheat,0
owned,0
decided,0
coworkers,0
photography,0
figured,0
hr,0
100%,0
saw,0
loading,0
umbrella,0
superb,0
drop,0
wife,0
trendy,0
understand,0
hype,0
wish,0
until,0
suddenly,0
longer,0
combination,0
plugged,0
previously,0
solution,0
resolve,0
before,0
posting,0
their,0
eligible,0
resolved,0
mistake,0
saved,0
he,0
&,0
worried,0
break,0
told,0
conflict,0
seamlessly,0
advertised,0
concern,0
limited,0
our,0
she,0
remedied,0
direction,0
test,0
mixed,0
feeling,0
definitely,0
earlier,0
offered,0
dream,0
huge,0
ran,0
foot,0
planted,0
earth,0
afford,0
nor,0
missing,0
live,0
next,0
four,0
what's,0
important,0
reliability,0
area,0
summary,0
trade-off,0
coding,0
fall,0
short,0
potential,0
breaker,0
biggest,0
done,0
hit,0
accident,0
somewhere,0
particularly,0
field,0
accidentally,0
losing,0
you've,0
entered,0
durability,0
traditional,0
separate,0
mac-like,0
scrolling,0
sizing,0
useful,0
exist,0
resisted,0
off-the-shelf,0
awful,0
particular,0
tall,0
spoiling,0
mostly,0
dead,0
relatively,0
benefited,0
being,0
larger,0
recently,0
significant,0
fourth,0
experimenting,0
throttling,0
rarely,0
generate,0
away,0
outlet,0
note,0
practically,0
silent,0
i'd,0
opt,0
mentioned,0
above,0
aren't,0
today,0
packed,0
appropriately,0
shouldn't,0
bottleneck,0
served,0
implication,0
trying,0
record,0
channel,0
high-quality,0
your,0
band,0
typical,0
hampered,0
workstation-class,0
received,0
inspire,0
confidence,0
generates,0
worry,0
largest,0
source,0
dy,0
roast,0
wait,0
generation-based,0
ignored,0
whole,0
shortly,0
unavoidable,0
decision,0
making,0
neither,0
pain,0
relative,0
recent,0
personally,0
overseas,0
occasionally,0
range,0
isn't,0
smartphone,0
forgivable,0
ahead,0
waited,0
stabilize,0
:,0
mobile,0
beyond,0
figuring,0
dealing,0
supply,0
instruction,0
molasses,0
"""",0
everyday,0
advertise,0
selection,0
rig,0
casual,0
list,0
tested,0
upped,0
portal,0
teamfortress2,0
garry'smod,0
fluently,0
anti,0
aliasing,0
turned,0
1600x900,0
counter,0
strike,0
global,0
offensive,0
warframe,0
1368x768,0
minecraft,0
although,0
render,0
distance,0
avoid,0
studdering,0
terrarium,0
highest,0
80,0
played,0
muddle,0
gloomy,0
saturated,0
b,0
pic,0
deleting,0
mean,0
unsure,0
guessing,0
starcraft,0
mmo,0
super,0
explanation,0
simply,0
mfgs,0
tend,0
iffy,0
proposition,0
separately,0
order,0
managed,0
ceo,0
mailed,0
obviously,0
willing,0
mile,0
success,0
honor,0
fail,0
sorry,0
hint,0
indicates,0
charged,0
original,0
unfortunately,0
substitute,0
90%,0
crawl,0
broke,0
loses,0
swear,0
50%,0
discharged,0
experienced,0
conclusion,0
truly,0
elsewhere,0
figure,0
eats,0
sub,0
overly,0
touchy,0
drag,0
n,0
select,0
customize,0
barely,0
useable,0
excuse,0
budget,0
according,0
title,0
knew,0
tends,0
therefore,0
gap,0
between,0
each,0
mushy,0
mine,0
active,0
directory,0
credential,0
enter,0
vpn,0
remote,0
terminal,0
previoiusly,0
thus,0
bypassing,0
together,0
usable,0
described,0
amazon.com,0
address,0
thunderbolt,0
obsolete,0
resulted,0
sleeker,0
splendidly,0
poorly,0
none,0
two-finger,0
changing,0
requires,0
crapton,0
command,0
realize,0
provide,0
out-of-the-box,0
regardless,0
blame,0
soon,0
these,0
compatibility,0
red,0
flag,0
lousy,0
sad,0
tragic,0
tl,0
;,0
dr,0
linux-compatibility,0
non-tech,0
savy,0
mother,0
depending,0
rather,0
ultra-high,0
max,0
example,0
loud,0
webpage,0
tremendously,0
oh,0
mention,0
cause,0
everytime,0
sooo,0
blood,0
expectatios,0
blown,0
telling,0
$259,0
comparable,0
strange,0
schoolwork,0
browse,0
his,0
brocessing,0
fastest,0
thank,0
failed,0
stand,0
behind,0
wal-mart,0
arrives,0
jump,0
maximizes,0
minimizes,0
recognize,0
position,0
pull,0
finally,0
adjust,0
closed,0
flush,0
boneheaded,0
likely,0
powered,0
assortment,0
neoprene,0
pocket,0
notepad,0
nuff,0
november,0
midway,0
january,0
min,0
eventually,0
saying,0
cracked,0
starting,0
pressed,0
crack,0
possibility,0
damaged,0
transit,0
protecting,0
bubble,0
wrap,0
adding,0
fragile,0
designation,0
prove,0
anyway,0
self,0
hasn't,0
die,0
others,0
gorgeous,0
heart,0
reality,0
misalign,0
detected,0
adjusting,0
aligned,0
recline,0
forward,0
backwards,0
provides,0
uncomfortable,0
edition,0
bsods,0
mainly,0
pertaining,0
anniversary,0
oops,0
nicer,0
label,0
ripped,0
certain,0
into,0
ie,0
unable,0
documentation,0
guide,0
explains,0
attest,0
dad,0
family,0
$600,0
dim,0
include,0
annoyed,0
someone,0
clown,0
wished,0
gift,0
preteen,0
grandson,0
moon,0
nextbook,0
seen,0
trust,0
corporate,0
inexpensive,0
auditor,0
location,0
check,0
bill,0
shopping,0
usual,0
adjustment,0
accustom,0
lately,0
discovered,0
run-of-the-mill,0
scan,0
house,0
zillow,0
stall,0
refresh,0
circle,0
spinning,0
unusual,0
full-fledged,0
while,0
day-to-day,0
essential,0
128,0
opinion,0
answered,0
reached,0
phyically,0
tiny,0
compare,0
1010,0
75%,0
difficult,0
stay,0
herself,0
young,0
teenager,0
paper,0
hulu,0
believe,0
detailed,0
firstly,0
multitasker,0
similar,0
please,0
perform,0
date,0
sitting,0
reportedly,0
horrendous,0
msi's,0
www.msi.com,0
gl62,0
6qf.html,0
down-driver,0
creation,0
|,0
current,0
3d,0
twitch,0
turbo,0
usually,0
3.1,0
mid-level,0
lucky,0
somewhat,0
doable,0
rgb,0
knowledge,0
solid-state,0
wicked,0
load,0
storing,0
confused,0
